Protein,WT,WT,AT5G27240,AT5G27240,AT3G04980,AT3G04980
AT3G62240,0,1,0,1,0,0
AT3G62530,0,1,0,0,1,2
AT3G62820,0,0,0,0,1,2
AT3G63140,0,0,0,0,1,1
AT3G63460,0,0,0,0,3,1
AT4G00026,0,0,0,0,0,1
AT4G00200,0,0,0,0,2,4
AT4G00295,0,1,0,0,0,0
AT4G03190,0,0,0,0,2,0
AT4G03430,0,0,0,0,2,2
AT4G03620,0,0,0,0,0,0
AT4G04940,0,0,0,1,2,1
AT4G04950,0,0,0,1,4,1
AT4G05400,0,0,0,0,1,0
AT4G05420,0,0,0,0,5,1
AT4G07410,0,0,0,0,3,0
AT4G09730,0,1,0,0,1,5
AT4G10970,0,2,0,1,0,1
AT4G11820,0,0,0,0,2,0
AT4G13170,0,1,0,0,0,1
AT4G13430,0,0,0,0,1,0
AT4G13850,0,0,0,0,1,0
AT4G14160,0,0,0,0,3,0
AT4G15790,0,1,0,0,1,0
AT4G16130,0,0,0,0,2,0
AT4G17950,0,0,0,0,14,13
AT4G18430,0,1,0,2,0,0
AT4G19190,0,2,0,0,0,0
AT4G20050,0,1,0,0,0,0
AT4G20130,0,0,0,0,2,2
AT4G21520,0,0,0,1,0,0
AT4G21710,0,0,0,0,2,4
AT4G22010,0,2,0,0,2,2
AT5G20160,0,0,0,2,3,1
AT4G22770,0,0,0,0,0,2
AT4G23800,0,0,0,0,2,4
AT4G25180,0,0,0,0,0,2
AT4G25210,0,0,0,0,14,11
AT4G25500,0,0,0,0,0,2
AT4G26530,0,0,0,0,1,0
AT4G27440,0,0,0,0,2,1
AT4G27500,0,0,0,0,1,0
AT4G28730,0,0,0,0,3,0
AT4G28990,0,0,0,0,3,0
AT4G29010,0,0,0,0,1,0
AT4G29340,0,2,0,0,2,1
AT4G31490,0,1,0,0,5,1
AT4G32640,0,0,0,0,2,2
AT4G33400,0,0,0,0,2,1
AT4G34850,0,0,0,0,3,0
AT4G35100,0,2,0,1,2,2
AT4G35800,0,0,0,0,2,2
AT4G36730,0,0,0,0,1,0
AT4G37510,0,1,0,0,3,2
AT5G03040,0,1,0,0,1,1
AT5G04130,0,0,0,0,8,9
AT5G04140,0,0,0,0,4,0
AT5G04430,0,0,0,0,2,0
AT5G04740,0,0,0,0,2,0
AT5G06360,0,2,0,0,1,0
AT5G06910,0,2,0,0,2,1
AT5G07470,0,0,0,0,5,0
AT5G08180,0,0,0,2,0,0
AT5G08280,0,0,0,0,5,0
AT5G08450,0,0,0,0,3,0
AT5G11240,0,0,0,0,3,0
AT5G11520,0,1,0,0,1,0
AT5G12250,0,0,0,0,3,0
AT5G14440,0,0,0,0,0,2
AT5G14520,0,0,0,0,1,0
AT5G15110,0,0,0,0,2,0
AT5G15550,0,0,0,3,1,0
AT5G16440,0,0,0,0,3,1
AT5G16620,0,0,0,1,0,0
AT5G16750,0,0,0,1,2,1
AT5G18960,0,0,0,0,0,2
AT5G19140,0,0,0,0,1,0
AT5G19370,0,0,0,0,1,0
AT5G20630,0,0,0,0,1,0
AT5G22580,0,1,0,0,3,3
AT5G23310,0,0,0,0,3,2
AT5G23535,0,0,0,0,1,0
AT5G23860,0,0,0,0,1,0
AT5G26730,0,0,0,0,1,0
AT5G27670,0,0,0,0,4,5
AT5G34850,0,1,0,0,1,0
AT5G35910,0,1,0,0,0,0
AT5G36210,0,0,0,0,2,0
AT5G38430,0,0,0,0,1,0
AT5G39490,0,0,0,0,1,1
AT5G40040,0,2,0,0,1,0
AT5G40370,0,0,0,0,1,1
AT5G40950,0,0,0,0,2,2
AT5G43940,0,0,0,0,3,0
AT5G44710,0,0,0,1,1,1
AT5G45140,0,0,0,0,2,3
AT5G45620,0,0,0,0,1,0
AT5G46100,0,0,0,0,1,1
AT5G46640,0,0,0,0,0,3
AT5G46840,0,1,0,0,1,2
AT5G47010,0,0,0,0,2,1
AT5G47320,0,1,0,0,1,1
AT5G47700,0,0,0,0,2,1
AT5G47890,0,0,0,1,1,1
AT5G48480,0,0,0,0,2,0
AT5G48650,0,1,0,0,1,2
AT5G49530,0,0,0,0,2,2
AT5G52890,0,0,0,0,2,2
AT5G53620,0,0,0,0,3,0
AT5G54180,0,0,0,0,1,2
AT5G54900,0,0,0,0,4,0
AT5G55220,0,0,0,0,2,0
AT5G56360,0,0,0,0,3,1
AT5G56940,0,0,0,0,1,2
AT5G57655,0,0,0,1,3,0
AT5G57870,0,1,0,0,2,0
AT5G58330,0,0,0,0,1,1
AT5G58710,0,0,0,1,0,0
AT5G59320,0,0,0,1,1,1
AT5G59810,0,1,0,0,2,4
AT5G59870,0,0,0,0,3,2
AT5G60040,0,0,0,0,6,2
AT5G61970,0,0,0,0,4,0
AT5G63840,0,0,0,0,3,0
AT5G64140,0,0,0,0,1,0
AT5G64570,0,0,0,0,2,0
AT5G66860,0,0,0,0,1,2
AT5G67320,0,1,0,0,4,3
AT5G67360,0,0,0,0,1,0
AT5G67510,0,1,0,0,2,0
ATCG00190,0,1,0,0,18,20
ATMG00510,0,0,0,0,0,1
ATMG00560,0,1,0,0,3,2
AT5G02490,1,3,33,19,57,55
AT4G37910,1,8,21,5,17,18
AT1G20960,1,31,20,20,9,8
AT2G40660,1,10,20,12,7,6
AT1G02840,1,10,15,4,16,12
AT3G55410,1,15,15,8,29,23
AT5G65770,1,13,15,13,8,15
AT3G45140,1,6,13,6,10,6
AT2G39730,1,7,12,2,16,14
AT1G09770,1,15,11,9,2,6
AT1G01300,1,13,10,7,14,19
AT1G77180,1,17,10,7,1,0
AT2G34040,1,8,10,10,7,6
AT2G20580,1,3,9,3,11,3
AT2G43770,1,10,9,7,3,9
AT3G23990,1,5,9,2,9,7
AT1G47128,1,10,8,6,11,10
AT2G21060,1,4,8,3,13,10
AT2G39800,1,4,8,5,4,2
AT4G39680,1,7,8,0,2,4
AT5G56030,1,4,8,3,12,11
AT3G05530,1,5,7,1,12,15
AT3G09840,1,3,7,4,12,9
AT3G60245,1,18,7,4,12,11
AT3G60750,1,3,7,4,8,4
AT5G14240,1,5,7,0,4,3
ATCG00380,1,11,7,2,9,11
AT2G23390,1,3,6,3,3,8
AT3G03960,1,2,6,2,7,5
AT3G11630,1,5,6,1,5,7
AT3G55800,1,2,6,1,6,5
AT4G01310,1,6,6,2,9,8
AT4G10480,1,4,6,4,5,5
AT2G33845,1,4,5,1,1,2
AT3G16640,1,1,5,2,7,1
AT3G27850,1,4,5,1,4,5
AT3G61430,1,4,5,3,4,4
AT5G11200,1,1,5,7,14,4
AT5G52470,1,7,5,9,7,8
AT5G65750,1,5,5,0,14,5
AT1G13440,1,7,4,6,10,6
AT1G32990,1,2,4,0,4,7
AT2G17870,1,1,4,2,4,4
AT3G02110,1,6,4,3,7,10
AT3G02520,1,0,4,0,1,1
AT3G14310,1,6,4,3,8,7
AT5G15490,1,1,4,2,3,3
AT4G27090,1,6,4,2,3,5
AT5G09440,1,5,4,1,5,3
AT5G55190,1,4,4,4,8,8
AT1G20580,1,3,3,2,2,2
AT1G30230,1,2,3,1,8,8
AT3G16080,1,2,3,2,4,6
AT2G05380,1,1,3,3,2,3
AT2G19520,1,3,3,3,5,8
AT2G27710,1,5,3,1,5,3
AT2G30620,1,3,3,5,0,1
AT2G36880,1,4,3,3,9,6
AT3G53750,1,2,3,1,4,2
AT2G44730,1,0,3,0,2,1
AT5G03850,1,5,3,4,2,5
AT3G15000,1,3,3,1,3,1
AT3G16780,1,5,3,5,2,3
AT3G25150,1,5,3,1,9,7
AT3G55220,1,1,3,4,3,3
AT3G56910,1,2,3,2,3,1
AT3G58570,1,1,3,1,0,1
AT3G60370,1,3,3,0,3,3
AT4G00100,1,2,3,3,3,3
AT5G44500,1,6,3,6,4,6
AT4G23680,1,5,3,0,2,4
AT4G31430,1,3,3,3,1,2
AT5G02790,1,4,3,1,6,5
AT5G55230,1,1,3,2,6,4
AT5G59880,1,2,3,1,2,0
AT1G06760,1,1,2,1,0,1
AT1G09070,1,0,2,2,0,0
AT1G09310,1,1,2,4,3,7
AT1G27400,1,3,2,1,2,2
AT1G66260,1,0,2,0,0,1
AT1G69620,1,4,2,1,3,3
AT2G15820,1,1,2,0,2,1
AT2G28190,1,2,2,0,5,0
AT2G33450,1,1,2,0,3,4
AT2G37660,1,1,2,1,9,4
AT2G38580,1,6,2,0,6,2
AT2G39390,1,2,2,1,2,4
AT3G19760,1,0,2,1,3,1
AT3G23390,1,5,2,4,1,3
AT3G24100,1,3,2,2,2,3
AT3G28900,1,2,2,2,3,3
AT3G50370,1,3,2,1,0,0
AT3G52560,1,1,2,2,7,3
AT4G02230,1,5,2,1,4,4
AT4G09000,1,5,2,2,6,6
AT4G31770,1,0,2,3,3,0
AT4G31990,1,2,2,1,3,2
AT4G32330,1,2,2,1,1,1
AT5G19090,1,2,2,2,1,2
AT5G19550,1,1,2,0,2,0
AT5G22440,1,2,2,2,3,7
AT5G25610,1,2,2,0,3,2
AT5G48230,1,2,2,1,3,1
AT5G51120,1,3,2,3,2,3
AT5G65430,1,0,2,1,2,0
AT5G66570,1,4,2,2,4,2
ATCG00330,1,3,2,4,5,4
AT1G03330,1,1,1,0,1,0
AT1G14810,1,2,1,0,5,1
AT4G09800,1,3,1,1,3,4
AT1G65260,1,2,1,1,1,5
AT1G70580,1,1,1,2,8,1
AT5G56600,1,1,1,2,3,3
AT2G25970,1,0,1,0,2,0
AT3G01500,1,1,1,1,2,2
AT3G02180,1,1,1,1,2,0
AT3G22960,1,1,1,0,7,3
AT3G26420,1,0,1,1,0,1
AT4G18040,1,1,1,1,1,1
AT4G24130,1,3,1,0,5,3
AT4G25550,1,0,1,0,1,1
AT4G28703,1,3,1,0,2,1
AT5G22040,1,1,1,0,1,1
AT5G35630,1,0,1,3,4,3
AT5G47190,1,2,1,1,3,4
AT5G48180,1,0,1,0,1,2
AT5G49460,1,2,1,2,2,4
AT5G55660,1,4,1,0,2,6
AT5G62230,1,0,1,1,1,1
AT5G64130,1,0,1,1,0,0
ATCG00770,1,4,1,0,2,3
ATMG00080,1,1,1,2,3,2
AT1G06190,1,3,0,2,0,4
AT1G12570,1,0,0,0,0,2
AT1G36160,1,0,0,0,1,0
AT1G60710,1,0,0,0,3,2
AT1G68010,1,0,0,0,3,0
AT1G75950,1,2,0,1,2,0
AT2G19760,1,1,0,1,2,1
AT2G37080,1,4,0,1,4,3
AT2G42680,1,4,0,1,0,0
AT3G07720,1,0,0,0,1,0
AT3G09880,1,2,0,0,0,2
AT3G10740,1,0,0,0,1,1
AT3G14990,1,0,0,0,1,0
AT3G23900,1,0,0,0,1,0
AT3G29075,1,2,0,4,0,1
AT3G51840,1,0,0,0,1,0
AT4G00360,1,0,0,0,1,0
AT4G05180,1,1,0,0,0,2
AT4G15210,1,0,0,0,0,0
AT4G17090,1,1,0,1,0,0
AT5G10920,1,0,0,0,4,2
AT5G20720,1,2,0,0,1,1
AT5G48375,1,0,0,1,1,0
AT5G62670,1,1,0,1,1,0
AT3G09440,2,8,55,31,102,105
AT4G10320,2,13,33,13,21,28
AT5G07530,2,15,17,16,10,11
AT4G37800,2,13,16,14,17,12
AT1G52570,2,16,15,8,23,24
AT1G07930,2,8,12,9,14,9
AT4G16143,2,9,12,5,18,13
AT4G35090,2,6,12,2,11,6
AT5G16050,2,6,10,5,13,10
AT5G38410,2,8,10,3,14,11
AT2G27720,2,13,9,8,10,7
AT3G59970,2,1,9,1,13,3
AT1G34430,2,8,8,5,10,7
AT3G56340,2,5,8,6,12,22
AT3G13920,2,4,8,2,9,6
AT4G23670,2,10,8,1,10,13
AT1G18540,2,7,7,4,6,8
AT1G67090,2,7,7,4,9,6
AT2G29550,2,6,7,4,8,10
AT4G34670,2,5,7,4,8,12
AT4G38680,2,2,7,3,6,7
ATCG00660,2,6,7,5,9,11
AT1G02500,2,2,6,2,6,5
AT3G26060,2,4,6,4,8,4
AT3G49430,2,6,6,2,5,9
AT4G25130,2,1,6,2,10,6
AT5G04290,2,5,6,6,15,16
AT5G18380,2,10,6,0,11,17
AT5G23740,2,5,6,5,10,11
AT5G23900,2,7,6,7,5,7
AT5G62270,2,7,6,1,7,11
ATCG00790,2,6,6,7,7,6
AT1G20010,2,3,5,1,6,5
AT1G35680,2,4,5,0,5,4
AT1G74970,2,5,5,2,7,5
AT3G25530,2,2,5,2,5,2
AT3G55440,2,3,5,2,6,5
AT4G16830,2,7,5,3,1,1
AT4G34555,2,10,5,1,9,9
AT4G36130,2,10,5,7,13,13
AT5G53440,2,5,5,2,8,5
AT1G29350,2,6,4,10,5,6
AT2G19730,2,8,4,2,6,9
AT3G11500,2,1,4,0,1,1
AT4G03120,2,2,4,2,4,4
AT4G16500,2,4,4,4,4,2
AT5G48760,2,3,4,2,3,6
AT1G13190,2,3,3,0,1,3
AT1G15270,2,3,3,2,2,2
AT1G54410,2,1,3,1,1,1
AT1G64370,2,2,3,2,1,1
AT2G02160,2,5,3,3,4,3
AT3G20670,2,4,3,3,10,19
AT3G22230,2,4,3,3,7,7
AT3G22310,2,2,3,1,0,2
AT3G44300,2,2,3,1,2,2
AT3G51240,2,3,3,2,8,3
AT3G55120,2,2,3,0,1,2
AT4G11420,2,1,3,1,6,2
AT5G10450,2,5,3,5,6,6
AT5G41520,2,2,3,3,4,2
AT5G42950,2,3,3,2,0,0
AT5G60980,2,3,3,2,2,6
AT1G14320,2,3,2,3,5,4
AT1G16150,2,2,2,1,2,1
AT1G31280,2,4,2,5,5,4
AT5G53300,2,2,2,2,2,1
AT2G05990,2,3,2,2,3,2
AT2G21330,2,0,2,1,8,4
AT2G21580,2,0,2,1,3,4
AT2G24940,2,1,2,1,1,0
AT2G43530,2,4,2,0,2,2
AT2G46280,2,0,2,1,5,3
AT2G47510,2,1,2,0,4,3
AT3G13490,2,1,2,1,7,2
AT3G52580,2,2,2,1,3,2
AT3G53740,2,3,2,4,3,3
AT3G63260,2,2,2,3,3,2
AT4G13770,2,7,2,2,4,3
AT5G24770,2,2,2,2,3,3
AT5G37720,2,3,2,2,3,2
AT5G64670,2,3,2,1,0,2
AT3G43810,2,0,1,1,2,2
AT2G38230,2,1,1,1,3,3
AT2G42590,2,1,1,0,2,1
AT4G30800,2,5,1,1,5,3
AT5G01410,2,2,1,1,1,1
AT1G60200,2,0,0,0,3,1
AT3G14210,2,4,0,1,0,0
AT3G14600,2,2,0,0,2,4
AT3G53460,2,1,0,1,1,2
AT5G09660,2,0,0,0,2,1
AT1G56070,3,21,28,24,46,28
AT1G55490,3,8,18,9,16,12
AT2G28000,3,8,18,8,10,11
AT1G67430,3,10,15,4,22,20
AT4G20850,3,10,12,11,18,5
AT3G09200,3,9,11,11,14,15
AT5G46430,3,7,10,5,6,10
AT1G22300,3,5,9,2,13,9
AT5G28060,3,9,9,2,8,9
AT3G26650,3,4,8,6,13,10
AT4G08390,3,4,8,3,8,5
AT5G06850,3,8,8,7,10,9
AT1G20220,3,7,7,1,5,8
AT2G05520,3,5,7,10,5,8
AT3G09500,3,8,7,3,12,6
AT3G62870,3,6,7,5,4,5
AT4G17520,3,13,7,15,7,7
AT4G26630,3,12,7,4,9,12
AT1G69740,3,4,6,2,8,8
AT1G75350,3,8,6,1,5,5
AT2G40060,3,6,6,6,7,4
AT3G13930,3,8,6,2,15,13
AT3G28500,3,7,6,4,10,6
AT5G14740,3,2,6,4,10,7
AT5G22650,3,3,6,6,5,4
AT5G52040,3,6,6,4,11,10
AT1G76010,3,10,5,3,8,14
AT1G76180,3,7,5,6,9,5
AT1G80940,3,6,5,2,5,4
AT2G28790,3,4,5,5,9,8
AT2G37190,3,7,5,4,6,10
AT2G44120,3,3,5,1,6,4
AT4G29410,3,11,5,2,11,10
AT4G31580,3,3,5,0,3,4
AT4G39880,3,4,5,5,5,4
AT5G48900,3,5,5,6,6,5
AT5G09510,3,5,4,1,3,5
AT1G16810,3,2,3,4,1,2
AT1G71220,3,4,3,2,7,4
AT2G27040,3,0,3,0,13,7
AT5G03740,3,5,3,2,5,3
AT5G39740,3,8,3,2,8,7
AT2G34810,3,1,2,0,2,3
AT2G47730,3,0,2,1,7,0
AT3G05220,3,1,2,2,1,1
AT5G24165,3,3,2,1,5,2
AT1G32060,3,2,1,0,2,3
AT5G53820,3,2,1,1,2,1
AT5G40490,3,0,0,0,0,0
AT3G62250,4,10,23,18,23,18
AT2G41840,4,15,22,11,25,22
AT2G17630,4,12,21,20,14,19
AT3G25920,4,14,20,8,19,16
AT4G24280,4,8,20,12,20,13
AT5G57290,4,25,16,4,31,22
AT3G18740,4,15,15,8,17,14
AT3G25860,4,15,15,9,18,16
AT1G20020,4,12,14,8,13,13
AT1G61850,4,9,12,11,18,13
AT5G60100,4,19,11,8,12,18
AT5G16780,4,14,9,3,5,7
AT5G35530,4,11,9,10,19,15
AT1G15280,4,5,7,3,7,3
AT2G36530,4,4,7,4,16,5
AT1G78300,4,4,6,2,8,5
AT4G39260,4,6,6,6,7,6
AT5G35680,4,4,5,7,7,5
AT2G20760,4,12,5,1,12,13
AT3G58680,4,5,5,8,4,6
AT5G64040,4,3,5,6,5,5
AT5G15650,4,2,4,4,7,2
AT5G19780,4,1,4,1,5,4
AT5G55070,4,4,4,2,7,7
ATCG00810,4,5,4,2,2,7
AT3G56490,4,1,3,0,3,0
AT5G38480,4,2,3,1,3,6
AT5G46020,4,6,3,4,3,3
AT2G01140,4,4,2,2,6,5
AT4G29350,4,1,2,1,2,2
AT5G63120,4,4,0,1,2,4
AT5G02450,5,21,18,16,18,17
AT5G26000,5,13,17,6,21,20
AT1G50010,5,13,15,3,24,16
AT1G65440,5,14,15,8,16,12
AT5G45775,5,8,13,10,11,12
AT4G34980,5,16,12,3,17,17
AT2G34480,5,13,11,9,19,25
AT4G24680,5,9,11,9,10,9
AT4G33680,5,6,11,7,18,15
AT3G47070,5,7,9,6,4,3
ATCG01240,5,10,9,4,9,16
AT1G04410,5,8,8,5,15,6
ATCG00750,5,6,8,6,10,8
AT1G59359,5,7,7,7,9,14
AT1G24020,5,6,6,2,6,3
AT5G17920,5,5,6,3,11,7
AT5G58470,5,3,6,9,8,6
AT5G04280,5,9,3,4,4,8
AT1G51510,5,4,2,5,6,3
AT1G35310,5,1,0,0,2,1
AT1G48120,6,32,40,36,46,48
AT5G26710,6,24,29,22,18,25
AT5G62700,6,15,25,11,49,43
AT3G03540,6,13,18,15,22,26
AT1G66580,6,18,17,10,18,19
AT1G70180,6,22,16,13,8,18
AT1G07890,6,11,13,7,26,19
AT5G35200,6,8,12,9,7,10
AT1G70600,6,4,11,5,11,6
AT3G23600,6,15,11,12,9,10
AT1G26110,6,11,10,9,16,12
AT1G26880,6,10,9,3,12,7
AT1G75660,6,8,9,5,13,10
AT5G02960,6,12,8,7,15,12
AT5G36160,6,7,8,9,13,9
AT3G23450,6,11,7,11,9,10
AT1G04270,6,7,5,5,8,6
AT2G32080,7,24,26,16,17,21
AT3G11130,7,28,19,16,26,29
AT3G25520,7,17,16,13,21,28
AT1G48920,7,16,15,13,13,11
AT3G55280,7,15,15,9,19,12
AT5G11710,7,16,15,10,24,20
AT1G26630,7,14,14,7,11,9
AT4G21280,7,10,13,5,8,8
AT5G43960,7,8,13,13,11,10
AT3G20820,7,12,12,8,16,17
AT2G42520,7,6,10,10,8,4
AT4G16155,7,11,10,7,16,6
AT1G02780,7,10,9,13,14,19
AT3G06650,7,7,9,6,19,8
AT1G09690,7,8,8,4,8,14
AT5G63420,7,14,8,2,20,17
AT4G31700,7,13,7,4,9,11
AT5G52040,7,2,7,3,9,5
AT3G22330,7,5,6,5,6,1
AT5G26742,8,28,25,14,53,43
AT4G15000,8,19,20,14,21,22
AT1G78630,8,15,16,9,18,21
AT3G60770,8,10,14,11,19,19
AT2G36160,8,13,12,10,24,21
AT4G38970,8,8,10,10,19,5
AT1G13020,8,14,9,11,8,15
AT5G02870,8,12,8,6,16,14
AT2G29560,9,29,34,20,30,28
AT5G51750,9,33,30,9,40,44
AT5G07090,9,32,25,12,37,43
AT4G18100,9,15,18,12,18,22
AT3G04840,9,18,17,10,25,24
AT1G74060,9,16,16,13,18,28
AT3G53020,9,14,16,9,18,18
AT3G24830,9,16,9,10,12,11
AT2G01250,10,24,21,14,32,29
ATCG01310,10,21,21,10,26,25
AT3G48930,10,17,20,12,22,24
AT5G09810,10,15,20,13,26,23
AT5G15200,10,23,17,13,33,35
AT5G24780,10,15,17,13,25,23
AT5G25980,10,14,15,11,30,28
AT5G27850,10,20,13,12,19,16
AT4G29270,10,7,6,3,7,7
AT2G34160,10,5,5,1,8,7
AT3G07110,11,19,17,12,28,22
AT1G48410,11,15,16,14,18,12
AT2G27530,11,10,12,11,10,16
AT4G16720,12,23,27,19,25,40
AT3G13580,12,27,24,22,33,30
AT1G27090,12,26,22,21,26,36
AT3G52930,12,21,20,19,28,22
AT5G02530,12,14,16,11,15,17
AT2G18020,13,26,26,20,26,39
AT3G49010,13,19,18,13,31,28
AT1G20620,13,6,13,7,19,11
AT3G49910,13,15,13,10,22,22
AT5G47210,14,30,23,30,16,22
AT5G10360,15,34,37,27,35,34
AT1G08360,15,27,26,22,37,31
AT2G21660,15,17,15,12,15,12
AT5G20290,16,48,34,26,40,53
AT2G43030,16,20,22,11,19,25
AT5G59950,16,24,22,10,15,22
AT4G35630,17,38,46,36,48,53
AT3G44320,18,23,18,17,27,20
AT3G09820,18,14,17,14,36,22
AT3G09630,20,38,32,31,39,40
AT1G29250,20,21,23,7,35,31
AT1G64880,23,56,56,54,48,52
AT2G47610,26,59,54,38,57,60
AT5G02500,29,33,168,135,341,347
AT3G08590,31,83,85,79,79,62
AT1G19480,32,69,81,52,83,91
AT1G71080,34,44,41,37,40,38
AT1G43170,36,62,66,43,79,74
ATCG00490,40,39,58,49,73,58
AT3G15730,41,53,49,29,68,60
AT3G44690,90,179,175,173,132,164
AT3G44310,157,121,174,142,181,167
AT5G52040,542,676,719,470,825,821
AT1G78400,0,0,0,0,0,1
AT2G16910,0,0,0,0,0,1
AT2G43650,0,0,0,1,0,2
AT3G05630,0,1,0,0,0,0
AT3G09000,0,1,1,0,0,0
AT3G16620,0,1,1,1,1,0
AT3G44370,0,1,2,2,3,2
AT3G55560,0,0,0,1,0,0
AT4G17970,0,0,0,1,1,1
AT4G28140,1,1,1,1,0,0
AT4G32330,0,0,0,0,1,0
AT4G38550,0,1,0,0,0,1
AT5G07430,1,2,1,1,2,1
