Protein,AT1G26665,AT2G03070,WT
AT4G38680,12,19,17
AT1G72730,11,17,17
AT2G41740,11,11,17
AT5G52640,11,17,17
AT3G11630,10,11,17
AT4G20980,10,13,17
AT5G36880,9,13,17
AT5G16070,19,22,18
AT3G13860,17,14,18
AT5G20010,15,17,18
AT1G80410,14,10,18
AT2G45540,13,6,18
AT3G14290,13,17,18
AT1G27090,12,12,18
AT1G65440,11,12,18
AT3G16470,8,9,18
AT5G49460,8,20,18
AT5G02790,7,13,18
AT2G29560,5,13,18
AT5G60100,22,19,19
AT4G23920,19,21,19
AT5G06600,19,19,19
AT1G24510,17,21,19
AT1G20960,16,26,19
AT1G80070,16,13,19
AT3G14790,16,16,19
AT3G50670,16,20,19
ATCG00500,16,18,19
AT1G53500,15,18,19
AT2G32730,13,18,19
AT5G11170,12,20,19
AT5G11200,12,20,19
AT3G06650,11,18,19
AT2G28290,10,9,19
AT3G57410,7,9,19
AT3G23810,18,17,20
AT1G04410,15,19,20
AT1G52030,15,15,20
AT4G29270,15,17,20
AT1G12900,13,20,20
AT5G25754,13,17,20
AT5G25757,13,17,20
AT1G72370,12,14,20
AT1G80490,12,18,20
AT5G20000,10,16,20
ATCG00120,7,18,20
AT3G11910,21,28,21
AT1G20200,18,18,21
AT1G20620,16,25,21
AT2G22125,16,17,21
AT1G13440,15,24,21
AT1G29250,15,18,21
AT4G09000,15,24,21
AT3G29410,14,18,21
AT5G20290,14,15,21
AT5G49910,12,24,21
AT3G54760,11,14,21
AT4G13940,23,20,22
AT2G39800,19,20,22
AT3G59770,17,25,22
AT2G34160,16,20,22
AT2G36460,15,17,22
AT5G66420,15,17,22
AT4G24280,14,25,22
AT4G38970,14,17,22
AT5G38430,14,21,22
AT3G15980,13,20,22
AT5G08450,13,18,22
AT5G19990,8,18,22
AT2G42600,22,18,23
AT1G53750,18,20,23
AT1G64790,18,17,23
AT3G26650,17,25,23
AT3G11830,16,20,23
AT3G04120,15,24,23
AT3G18190,11,18,23
AT1G29900,10,19,23
AT5G35360,9,16,23
AT1G55860,23,22,24
AT1G09270,18,19,24
AT1G30230,18,18,24
AT3G09880,18,24,24
AT3G46520,18,25,24
AT1G54270,16,25,24
AT3G05530,15,19,24
AT4G34450,15,21,24
AT2G38040,25,30,25
AT4G37910,23,20,25
AT1G67090,21,31,25
AT5G25780,21,25,25
AT3G02530,19,22,25
AT3G06720,17,28,25
AT1G15750,15,19,25
AT3G20050,15,25,25
AT3G57290,14,22,25
AT1G42970,22,22,26
AT3G03960,21,26,26
AT1G78900,18,28,26
AT1G02080,17,28,26
AT5G65730,16,26,26
AT1G09640,14,23,26
AT5G26360,9,27,26
AT1G75780,23,32,27
AT4G28470,23,20,27
AT4G33680,22,29,27
AT3G05900,18,17,27
AT3G13920,16,25,27
AT3G44320,16,24,27
AT5G58290,14,21,27
AT4G01850,17,21,28
AT5G38420,17,28,28
AT5G25980,15,28,28
AT5G26710,32,31,29
AT3G43300,22,21,29
AT1G79920,21,24,29
AT3G44300,19,20,29
AT2G37620,18,26,29
AT3G53750,18,26,29
AT1G07920,15,35,29
AT1G07930,15,35,29
AT1G07940,15,35,29
AT1G52360,15,27,29
AT5G60390,15,35,29
AT2G36880,13,31,29
AT1G79930,23,25,30
AT5G56500,23,27,30
AT1G78570,21,30,30
AT2G40660,16,20,30
AT1G02500,15,22,30
AT1G71220,25,29,31
AT4G11420,24,32,31
AT3G12110,20,28,31
AT4G31490,20,20,31
AT4G31480,19,22,31
AT5G19770,27,30,32
AT5G19780,27,30,32
AT1G49240,22,27,32
AT3G18780,22,27,32
AT2G46280,21,21,32
AT3G13490,21,28,32
AT5G20890,21,29,32
AT5G27640,21,29,32
AT5G26000,16,27,32
AT2G36530,13,21,32
AT3G45140,26,28,33
AT1G57720,24,34,33
AT1G62020,22,38,33
AT3G17390,21,28,33
AT1G71080,24,27,34
AT4G16143,23,39,34
AT2G39730,23,36,35
AT4G20850,32,40,36
AT2G04030,30,28,36
AT5G35630,21,24,36
AT4G37800,20,32,36
AT1G69830,26,28,37
AT3G52930,26,27,37
AT3G63460,26,29,37
AT5G44340,35,47,38
AT2G21390,31,40,38
AT5G03300,29,37,38
AT4G14960,26,32,38
AT5G35200,22,34,38
AT2G33210,19,25,38
AT1G04820,27,30,39
AT1G50010,27,30,39
AT5G28540,26,37,39
AT5G09810,25,38,39
AT3G12580,30,40,40
AT5G42020,25,37,40
AT4G20890,35,44,41
AT5G12250,33,42,41
AT2G28000,28,35,41
AT5G56000,26,42,41
AT1G52570,27,39,42
AT1G20010,36,43,44
AT3G09820,32,38,44
AT2G20580,30,35,44
AT5G02490,41,50,45
AT1G64880,37,38,46
AT5G56030,30,42,46
AT5G11710,34,41,47
AT3G56150,30,34,47
AT3G23990,25,32,48
AT3G03540,22,29,48
AT5G03340,38,48,49
AT1G56070,33,56,49
AT5G56010,31,46,49
AT3G44690,36,46,50
AT1G70320,48,37,51
AT2G29550,47,57,51
AT5G23860,44,57,51
AT1G36160,39,37,52
AT3G13470,34,43,52
AT1G55490,40,44,57
AT5G62690,51,62,59
AT5G62700,51,62,59
AT3G09440,35,55,60
AT2G17630,37,61,63
AT3G15730,41,65,69
AT3G09840,45,66,71
AT5G02500,54,72,72
AT4G10320,51,74,72
AT1G48120,46,56,73
AT1G19480,64,77,90
AT4G35630,58,99,94
ATCG00490,84,119,121
AT3G08590,96,117,131
AT3G44310,94,130,155
AT4G25500,153,306,263
