Protein,WT,AT1G49950,AT5G67580,AT3G49850
AT1G47128,19,21,27,18
AT1G07890,19,16,16,10
AT3G09630,20,29,19,14
AT5G42020,20,21,20,15
AT5G28540,20,21,22,15
AT3G18780,20,19,20,18
AT1G49240,20,19,20,18
AT3G55800,20,17,19,8
AT3G04520,20,12,14,10
AT5G50700,21,38,37,28
AT5G50600,21,38,37,28
AT5G49910,21,21,20,11
AT5G38420,21,20,25,13
AT5G38410,21,19,24,13
AT4G25130,22,25,30,28
AT1G42970,22,24,26,16
AT5G09810,22,22,22,18
AT5G58040,22,21,26,24
AT4G29270,23,26,34,25
AT5G43960,23,17,19,19
AT2G21330,23,13,14,5
AT4G37800,24,32,37,25
AT5G02490,24,30,21,25
AT5G26710,24,27,29,15
AT5G40420,24,25,32,36
AT3G14420,24,23,25,18
AT2G32080,24,23,34,23
AT1G70580,24,23,30,13
AT3G62870,24,16,25,16
AT2G47610,24,15,24,14
AT1G20630,25,30,31,19
AT5G65780,25,22,27,19
AT4G38970,25,19,23,11
AT1G04410,25,16,19,8
AT1G61850,25,14,17,3
AT3G15950,25,8,14,3
AT2G13360,26,30,30,18
AT2G02740,26,25,30,24
AT5G04140,26,24,31,6
AT3G14415,26,24,24,18
AT5G65770,26,22,27,19
AT3G09260,27,33,46,23
AT1G09340,27,31,31,17
AT4G24280,27,27,26,17
AT5G35200,27,15,18,13
AT1G68010,28,28,33,30
AT3G09440,29,47,33,35
AT4G21280,29,37,34,28
AT1G64880,30,47,33,34
AT3G16400,30,27,32,21
AT2G26080,30,25,27,9
AT1G56070,31,33,44,17
AT5G26280,33,45,49,27
AT2G39730,33,37,35,25
AT1G14410,33,28,32,27
AT5G35630,33,25,24,18
AT4G26530,34,27,25,20
AT3G12580,35,58,39,38
AT5G02500,36,58,46,39
AT4G13670,36,23,28,28
AT5G44120,36,11,36,4
AT1G20620,37,38,41,21
AT5G60390,37,23,29,27
AT1G07940,37,23,29,27
AT1G07930,37,23,29,27
AT1G07920,37,23,29,27
AT4G01870,40,42,38,23
AT1G23310,41,47,53,27
AT4G33010,45,41,46,12
AT4G28520,45,14,40,13
AT1G19480,46,52,49,37
AT3G08590,50,69,72,58
AT5G26742,50,38,50,40
AT2G36460,53,50,51,26
AT2G29560,53,48,52,42
AT4G20850,57,42,55,26
AT3G44300,60,54,65,38
AT4G35090,61,67,66,44
AT3G44320,61,59,87,39
AT3G52930,67,70,60,44
AT3G15730,72,98,100,82
ATCG00490,82,82,91,49
AT3G44690,83,76,65,66
AT5G52040,306,218,268,135
