Protein,WT,WT,AT1G17770,AT1G177701
AT5G16730,18,14,11,11
AT1G56410,19,14,41,27
AT5G12250,19,16,26,16
AT1G36180,19,16,20,20
AT3G18190,19,18,16,23
AT5G44340,20,16,25,18
AT1G71080,20,21,22,23
AT3G17390,20,17,22,19
AT1G52360,20,21,18,26
AT3G20050,20,19,18,19
AT3G12580,22,18,44,28
AT2G29550,22,18,28,20
AT5G23860,22,20,27,17
AT5G20890,22,22,22,24
AT1G53310,22,18,19,21
AT1G57720,23,24,29,26
AT5G26360,23,14,21,22
AT5G35200,23,22,21,22
AT5G65730,23,20,20,14
AT1G56070,24,25,36,27
AT1G62020,24,27,29,36
AT1G07920,24,22,27,22
AT1G07930,24,22,27,22
AT1G07940,24,22,27,22
AT5G60390,24,22,27,22
AT1G12900,24,23,26,19
AT5G11710,24,21,20,28
AT4G34450,26,30,33,28
AT5G62690,26,24,26,21
AT5G62700,26,24,26,21
AT1G20620,26,23,23,22
AT5G19770,26,17,20,22
AT5G19780,26,17,20,22
AT5G02490,27,19,85,46
AT2G39730,27,23,25,19
AT2G33210,27,23,23,24
AT5G38430,28,26,28,26
AT5G26710,29,30,34,26
AT3G53230,29,40,33,33
AT3G26650,29,26,31,22
AT3G09440,30,27,62,36
AT5G56500,30,29,34,27
AT3G23990,30,33,30,33
AT1G04820,30,23,26,27
AT1G50010,30,23,26,27
AT4G14960,30,24,26,27
AT2G40660,30,27,26,23
AT4G20850,31,40,36,33
AT5G28540,31,34,35,34
AT4G37800,31,25,29,23
AT5G42020,32,33,39,34
AT1G78900,32,27,30,24
AT1G42970,32,28,29,26
AT5G56740,33,43,38,35
AT1G09780,33,35,34,35
AT1G67090,33,26,29,23
AT5G38410,34,35,35,30
AT3G44300,34,39,31,34
AT2G21390,35,31,29,40
AT5G38420,36,36,37,32
AT1G52570,40,35,38,37
AT5G02500,42,33,73,47
AT5G03340,42,52,49,41
AT2G17630,49,41,52,47
AT3G13470,52,47,53,42
AT2G28000,52,41,43,42
AT1G55490,53,48,56,41
AT3G57560,53,42,41,46
AT1G36160,54,49,58,60
AT3G44320,54,48,38,36
AT3G09840,58,65,62,55
AT4G35630,59,49,60,55
AT4G10320,62,63,66,49
AT1G19480,66,65,65,70
AT3G15730,68,58,68,63
AT4G25500,73,79,114,29
AT3G08590,92,80,91,96
AT5G52040,94,105,149,36
ATCG00490,115,104,113,109
